,가츠벤또,고유식탁,수저가,덮당,고기마니밥마니,정밥,밀플랜비,엠마오관 학식,하노이별,오복떡볶이,기꾸스시,담산,미도인,설레임삼겹살,고삼이,미분당,또보겠지 떡볶이집,롤링 파스타,정통집,대포찜닭,신촌부추곱창,카라멘야,정육면체,라구식당,고기 창고,타코로코,보승회관,가화만사성
61,0.2809532521446144,0.2662756839332142,0.33682464309555216,0.9854902946559168,0.2860296745303339,0.16554634037457777,0.9740287508436422,0.2517008749632152,0.33564976702982835,0.11228646558471186,0.010875356187166896,0.048174235000762344,0.009990294322869664,-0.19503887710557652,-0.016705272795945234,0.10179497868260359,0.051595964125819196,0.16194926479770055,0.11297056019133607,0.06341102408611107,0.00034285100533838764,0.9883893875590678,0.2654238783752423,-0.027006760393516203,0.014368185856565515,0.012342290051218958,0.053229619394874805,0.14768356744160688
62,0.9988006438802576,1.0025418561041746,0.9997946989257325,0.9982243803417812,1.0011382525259098,1.0031930901552681,1.0002309658253834,1.0040664411162556,1.0046339995534268,0.9979062228049491,1.0008580084488876,1.0053795740799858,1.0013547617724867,0.9976612047571152,1.0008005078759277,0.9975661318320845,1.0006545552925228,1.0001949736061244,1.0018292963255762,1.0026074509745961,0.9998991772877068,0.9960212950383305,0.9982854296698581,1.0006719276188685,1.0005414946773201,0.9972502947258555,1.0018892854138917,1.0007985629746239
63,1.0001348603488633,0.617525264821242,1.0006786095064615,0.4365848571290923,0.9973988164161469,0.999584594929706,0.9978503702193036,0.9945453446722538,0.5148702633976623,1.000511600091202,1.000295180406585,0.3868496883198579,0.4302132376755637,0.2303602514192247,0.5715140991010488,0.9984955035701555,0.5564134793506667,0.9932197402540254,0.9971147195864936,1.0016477492351088,1.0017374992794392,0.20691160833535893,0.4267882994779039,0.9928131721256053,0.4517905253452349,0.9973838506291688,0.5124842904373067,0.4614861524635654
64,0.12392723399523545,0.04741436942297263,0.18914783889500741,0.10472230013448283,0.1352246695778119,0.011735947808634515,0.21073569881675602,-0.05381951429363148,0.1574087142498542,-0.04627031218077133,0.0774253153918834,0.022407185092199123,0.27770984800282095,0.0964979836680209,0.188461057506675,0.9896198588836069,0.993451714419052,0.9931304986132306,0.1752344334912894,0.23794317869711729,0.11846912740222029,0.9923544666981436,0.3363112651940102,0.23522613665992503,0.13615474468000782,0.009184618695710592,0.0906438416409554,0.25977111922749
65,0.14086045148516446,0.15127256475349393,0.14094978370130537,0.005756782113267897,0.10220608864867117,0.032450614612958575,0.11705560430640014,0.029384122300692456,0.08740155181761432,0.10502957980875338,0.9917774140251101,0.2732266180042299,0.9957608508481731,0.18704405415897438,0.21763912840166458,0.13075844810821385,0.9956887322196583,0.46349797323576736,0.11490692879949406,0.3455337180316932,0.16256735473942546,0.9929062731836671,0.39076298831404815,0.9922366341935023,0.9951884587349858,0.41106296868554226,0.16497961112299314,0.4145927759732342
66,0.09484189237571083,0.08021216593163946,0.0966876714764742,-0.11607509989872239,0.014530232729526787,-0.004090930166033804,-0.116025969319774,0.13995016883915828,0.0816591119854282,0.1422382270357163,0.2302690187164535,0.293654796280099,0.9908615768820388,0.9793466352086375,0.11017872679115301,0.1273381989910119,0.987770359508312,0.29661912205753205,0.17364109754646598,0.19778175933982284,0.19198214244157907,0.058360357777309704,0.22484851255602922,0.9769430795076581,0.2820847950812462,0.05828534916438602,0.1925630285306632,0.18906814881958228
67,0.033358121791208194,0.013643987333975992,0.07003222458338745,0.02118010060452799,-0.035851575122162437,-0.04379785273444754,0.06752472624013535,-0.06840726916095502,0.10434498618458654,0.08110487012804353,0.13088318329145354,0.15016016647461186,0.16132144319217365,0.06623207946590985,0.09557130836870822,0.17718319408928568,0.16021465520221928,0.9852849513374005,0.03920897936249472,0.15122715380164992,0.16359610208774922,0.975259352770002,0.2520111697869766,0.9720872133293548,0.2713336768224988,0.08210582390976318,0.3433574662070497,0.9743080602001972
68,0.15021571674262954,0.015972575811040585,0.19594390472411113,0.029648546203673833,0.11774792523727477,-0.029192548383921865,0.11014624226819497,-0.041449151734923875,0.0791655777931237,-0.026292452906812366,0.09328463925482602,0.021986464179895977,0.2643476495058519,0.15965692396695572,0.1810293305252813,0.9888604008179632,0.9939597592856176,0.9962180276927739,0.18476588717442527,0.2249069513899476,0.17728474673359557,0.13520770065780058,0.19951179789742124,0.14079582795332307,0.09842683894838677,0.04453283975935991,0.11133638937756776,0.12968665071516583
69,0.09513911810324774,0.021194917805754953,0.09088769093638106,0.02132954535941174,0.04418150062556392,0.012826224737532307,0.11509042393980018,0.02503374775458851,0.04239131850936784,0.023429705174466617,0.006301671947664653,0.031125007833608775,0.18320020815831892,0.134112768606651,0.06696636250032473,0.009938802366466604,0.9907099512750324,0.22644793484001133,0.9887513103876753,0.15679803743030118,0.1456344667620847,0.012134734935956985,0.022431097166468857,0.03322918764006291,0.06080307772281687,0.11043923075138845,0.05329647624290361,-0.019684686661267742
70,0.11997519751748709,0.021985197767954545,0.07339072517402737,0.012157470441332835,-0.019308073510185726,0.04659080900473349,-0.007372738552816012,0.1155507416180113,0.06759806382173444,0.12567536220541894,0.992886654797687,0.9946638319720256,0.9931792996881241,0.10539753086549167,0.36116205482573893,0.09614372646577883,0.21706059468363031,0.18634586080258073,0.12984005494156148,0.16580014376373936,0.16541758748069507,0.05600713810516183,0.20971958474883842,0.9849712482424047,0.4460422849587339,0.9876483210362177,0.28846232077312167,0.22539921020325115
71,-0.01456435693106066,-0.02574865601631275,6.666700433165251e-05,0.08265983975850012,0.005335952641701513,-0.0034597407918395343,0.10065883318540349,-0.0949974871542804,0.13432213041784435,0.06367541058901831,0.058549535515685196,-0.014546394913909647,0.01779781340115017,0.003036292362264662,0.07814448963630267,0.10458404264091402,-0.029497705416286078,0.26430009158931106,0.013396838869165623,0.03792299015541101,0.03936995543013439,0.9885271218180008,0.14512320119956915,0.2861158956792714,0.17258727132359478,0.033065232034007803,0.1755312421356935,0.9788575955446038
